lat,lon,order
45.21923,-122.81893000000001,195
45.22314,-122.81618000000002,196
45.225970000000004,-122.81399,197
45.23559,-122.80607,198
45.2505,-122.79371,199
45.27575,-122.77283000000001,200
45.278740000000006,-122.77038,201
45.27971,-122.76976,202
45.2804,-122.76947000000001,203
45.281040000000004,-122.76934000000001,204
45.28502,-122.76929000000001,205
45.292480000000005,-122.76927,206
45.29484,-122.76924000000001,207
45.29845,-122.76905000000001,208
45.31748,-122.76910000000001,209
45.33605,-122.76910000000001,210
45.337770000000006,-122.76904,211
45.339650000000006,-122.76883000000001,212
45.34169000000001,-122.76843000000001,213
45.343090000000004,-122.76806,214
45.34628000000001,-122.76692000000001,215
45.365,-122.75935000000001,216
45.37256000000001,-122.75631000000001,217
45.38141,-122.75276000000001,218
45.38369,-122.75187000000001,219
45.388310000000004,-122.75022000000001,220
45.39656,-122.74696000000002,221
45.40102,-122.74518,222
45.40305,-122.74455,223
45.40431,-122.74426000000001,224
45.40588,-122.74401,225
45.407990000000005,-122.74384,226
45.415290000000006,-122.74389000000001,227
45.42038,-122.74396000000002,228
45.42472,-122.74400000000001,229
45.435080000000006,-122.74407000000001,230
45.436840000000004,-122.74407000000001,231
45.437490000000004,-122.74400000000001,232
45.43835000000001,-122.74376000000001,233
45.439370000000004,-122.74326,234
45.439890000000005,-122.74294,235
45.44174,-122.74143000000001,236
45.4435,-122.73988000000001,237
45.44413,-122.73910000000001,238
45.4446,-122.73817000000001,239
45.44498,-122.73691000000001,240
45.445530000000005,-122.73423000000001,241
45.445930000000004,-122.73306000000001,242
45.446540000000006,-122.73187000000001,243
45.44715,-122.73104000000001,244
45.44832,-122.73002000000001,245
45.449850000000005,-122.72908000000001,246
45.451150000000005,-122.72827000000001,247
45.45174,-122.72774000000001,248
45.45264,-122.72649000000001,249
45.45322,-122.72503,250
45.453520000000005,-122.72331000000001,251
45.45344,-122.72007,252
45.453450000000004,-122.71817000000001,253
45.45355000000001,-122.71750000000002,254
45.454,-122.71610000000001,255
45.45734,-122.70988000000001,256
45.46322000000001,-122.69953000000001,257
45.46526,-122.69560000000001,258
45.46717,-122.69247000000001,259
45.468320000000006,-122.69118000000002,260
45.46927,-122.69024000000002,261
45.469620000000006,-122.68975,262
45.46992,-122.68909000000001,263
45.47007000000001,-122.6885,264
45.47026,-122.68691000000001,265
45.470220000000005,-122.68514,266
45.469550000000005,-122.68067,267
45.469550000000005,-122.68009,268
45.46972,-122.67924000000001,269
45.470270000000006,-122.67813000000001,270
45.47092000000001,-122.67751000000001,271
45.47162,-122.67724000000001,272
45.472010000000004,-122.67723000000001,273
45.47272,-122.67741000000001,274
45.47516,-122.67832000000001,275
45.47639,-122.67864000000002,276
45.47880000000001,-122.67872000000001,277
45.48087,-122.67871000000001,278
45.482980000000005,-122.67883,279
45.485130000000005,-122.67912000000001,280
45.485820000000004,-122.67914,281
45.486290000000004,-122.67907000000001,282
45.48698,-122.67874,283
45.487700000000004,-122.67807,284
45.48884,-122.67654000000002,285
45.49018,-122.67507,286
45.49114,-122.67434000000002,287
45.492650000000005,-122.67365000000001,288
45.49286,-122.67359,289
45.493950000000005,-122.67343000000001,290
45.496050000000004,-122.67335000000001,291
45.499340000000004,-122.67322000000001,292
45.500800000000005,-122.67328,293
45.50207,-122.67366000000001,294
45.50499000000001,-122.67490000000001,295
45.5067,-122.67561,296
45.507940000000005,-122.67605,297
45.50894,-122.67612000000001,298
45.509910000000005,-122.67574,299
45.51146000000001,-122.67499000000001,300
45.511860000000006,-122.67511,301
45.512170000000005,-122.67562000000001,302
45.512890000000006,-122.67829,303
45.513200000000005,-122.67944000000001,304
45.513760000000005,-122.67913000000001,305
45.514920000000004,-122.67850000000001,306
45.51587000000001,-122.67801000000001,307
45.51612,-122.67895000000001,308
45.51547,-122.67936000000002,309
